source,title,publish_time,url,symbol_or_subject,dedup_key,duplicate_group_size,is_event,filter_reason,evidence,score_hint,event_score,event_threshold,rule_version
上交所/最新公告,晋西车轴2025年度“提质增效重回报”行动方案评估报告暨2026年度“提质增效重回报”行动方案,2026-04-03 00:00:00,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-03/600495_20260403_20KB.pdf,600495,540fd7f7cfc3,1,true,event_signal_detected,命中事件关键词: 公告; score=2; threshold=2; rule_version=task1_rules_v1; dimensions=subject:公告|industry:none|predictability:公告|duration:none,2,2,2,task1_rules_v1
上交所/最新公告,晋西车轴第八届董事会独立董事专门会议2026年第二次会议审查意见,2026-04-03 00:00:00,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-03/600495_20260403_R1ZX.pdf,600495,3e67e6405426,1,true,event_signal_detected,命中事件关键词: 公告; score=2; threshold=2; rule_version=task1_rules_v1; dimensions=subject:公告|industry:none|predictability:公告|duration:none,2,2,2,task1_rules_v1
上交所/最新公告,晋西车轴2025年度利润分配方案公告,2026-04-03 00:00:00,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-03/600495_20260403_HJSF.pdf,600495,c662744ecef1,1,true,event_signal_detected,命中事件关键词: 公告; score=2; threshold=2; rule_version=task1_rules_v1; dimensions=subject:公告|industry:none|predictability:公告|duration:none,2,2,2,task1_rules_v1
上交所/最新公告,晋西车轴2025年年度报告摘要,2026-04-03 00:00:00,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-03/600495_20260403_3FEU.pdf,600495,d2d3a51e5d5c,1,true,event_signal_detected,命中事件关键词: 公告; score=2; threshold=2; rule_version=task1_rules_v1; dimensions=subject:公告|industry:none|predictability:公告|duration:none,2,2,2,task1_rules_v1
上交所/最新公告,晋西车轴2025年度营业收入扣除表的鉴证报告,2026-04-03 00:00:00,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-03/600495_20260403_DSDI.pdf,600495,26339f30804f,1,true,event_signal_detected,命中事件关键词: 公告; score=2; threshold=2; rule_version=task1_rules_v1; dimensions=subject:公告|industry:none|predictability:公告|duration:none,2,2,2,task1_rules_v1
上交所/最新公告,晋西车轴2025年度涉及财务公司关联交易的专项说明,2026-04-03 00:00:00,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-03/600495_20260403_TVOA.pdf,600495,a8486e5d95b2,1,true,event_signal_detected,命中事件关键词: 公告; score=2; threshold=2; rule_version=task1_rules_v1; dimensions=subject:公告|industry:none|predictability:公告|duration:none,2,2,2,task1_rules_v1
上交所/最新公告,晋西车轴独立董事2025年度述职报告（姚小民-已离任）,2026-04-03 00:00:00,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-03/600495_20260403_3A8Z.pdf,600495,393d7d53fa6c,1,true,event_signal_detected,命中事件关键词: 公告; score=2; threshold=2; rule_version=task1_rules_v1; dimensions=subject:公告|industry:none|predictability:公告|duration:none,2,2,2,task1_rules_v1
上交所/最新公告,晋西车轴独立董事2025年度述职报告（王晓亮）,2026-04-03 00:00:00,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-03/600495_20260403_71JG.pdf,600495,d3311524c077,1,true,event_signal_detected,命中事件关键词: 公告; score=2; threshold=2; rule_version=task1_rules_v1; dimensions=subject:公告|industry:none|predictability:公告|duration:none,2,2,2,task1_rules_v1
上交所/最新公告,晋西车轴独立董事2025年度述职报告（贾小荣）,2026-04-03 00:00:00,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-03/600495_20260403_DJB4.pdf,600495,542475a10120,1,true,event_signal_detected,命中事件关键词: 公告; score=2; threshold=2; rule_version=task1_rules_v1; dimensions=subject:公告|industry:none|predictability:公告|duration:none,2,2,2,task1_rules_v1
上交所/最新公告,晋西车轴董事会审计委员会2025年度履职情况报告,2026-04-03 00:00:00,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-03/600495_20260403_YBUN.pdf,600495,c80e49b3e146,1,true,event_signal_detected,命中事件关键词: 公告; score=2; threshold=2; rule_version=task1_rules_v1; dimensions=subject:公告|industry:none|predictability:公告|duration:none,2,2,2,task1_rules_v1
上交所/最新公告,国泰海通证券股份有限公司关于晋西车轴2025年度募集资金存放与使用情况的专项核查意见,2026-04-03 00:00:00,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-03/600495_20260403_R68J.pdf,600495,008ea804fef5,1,true,event_signal_detected,命中事件关键词: 公告; score=2; threshold=2; rule_version=task1_rules_v1; dimensions=subject:公告|industry:none|predictability:公告|duration:none,2,2,2,task1_rules_v1
上交所/最新公告,晋西车轴2025年度内部控制审计报告,2026-04-03 00:00:00,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-03/600495_20260403_3K40.pdf,600495,1e7490b57f4a,1,true,event_signal_detected,命中事件关键词: 公告; score=2; threshold=2; rule_version=task1_rules_v1; dimensions=subject:公告|industry:none|predictability:公告|duration:none,2,2,2,task1_rules_v1
上交所/最新公告,晋西车轴2025年度募集资金存放、管理与使用情况专项报告的鉴证报告,2026-04-03 00:00:00,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-03/600495_20260403_ES93.pdf,600495,6a7b9e5b84bf,1,true,event_signal_detected,命中事件关键词: 公告; score=2; threshold=2; rule_version=task1_rules_v1; dimensions=subject:公告|industry:none|predictability:公告|duration:none,2,2,2,task1_rules_v1
上交所/最新公告,晋西车轴2025年度内部控制评价报告,2026-04-03 00:00:00,https://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-03/600495_20260403_HHUN.pdf,600495,a5365dd25209,1,true,event_signal_detected,命中事件关键词: 公告; score=2; threshold=2; rule_version=task1_rules_v1; dimensions=subject:公告|industry:none|predictability:公告|duration:none,2,2,2,task1_rules_v1
巨潮资讯网/最新公告,关于担保事项的进展公告,2026-04-03 00:00:00,https://www.cninfo.com.cn/finalpage/2026-04-03/1225078442.PDF,002765,c7b66172b31e,1,true,event_signal_detected,命中事件关键词: 公告; score=2; threshold=2; rule_version=task1_rules_v1; dimensions=subject:公告|industry:科技|predictability:公告|duration:none,2,2,2,task1_rules_v1
巨潮资讯网/最新公告,关于举办2025年度业绩说明会的公告,2026-04-03 00:00:00,https://www.cninfo.com.cn/finalpage/2026-04-03/1225078440.PDF,000028,0f89aaac37fb,1,true,event_signal_detected,命中事件关键词: 公告; score=2; threshold=2; rule_version=task1_rules_v1; dimensions=subject:公告|industry:none|predictability:公告|duration:none,2,2,2,task1_rules_v1
巨潮资讯网/最新公告,广发证券股份有限公司关于宁波震裕科技股份有限公司向不特定对象发行可转换公司债券之上市保荐书,2026-04-03 00:00:00,https://www.cninfo.com.cn/finalpage/2026-04-03/1225078429.PDF,300953,f3819e4b027d,1,false,insufficient_signal,命中事件关键词: 无; score=1; threshold=2; rule_version=task1_rules_v1; dimensions=subject:none|industry:科技|predictability:none|duration:none,1,1,2,task1_rules_v1
巨潮资讯网/最新公告,浙江天册律师事务所关于宁波震裕科技股份有限公司向不特定对象发行可转换公司债券的补充法律意见书（一）,2026-04-03 00:00:00,https://www.cninfo.com.cn/finalpage/2026-04-03/1225078428.PDF,300953,a27bfae21e55,1,false,insufficient_signal,命中事件关键词: 无; score=1; threshold=2; rule_version=task1_rules_v1; dimensions=subject:none|industry:科技|predictability:none|duration:none,1,1,2,task1_rules_v1
巨潮资讯网/最新公告,广发证券股份有限公司关于宁波震裕科技股份有限公司向不特定对象发行可转换公司债券之发行保荐书,2026-04-03 00:00:00,https://www.cninfo.com.cn/finalpage/2026-04-03/1225078427.PDF,300953,9312ea82ace8,1,false,insufficient_signal,命中事件关键词: 无; score=1; threshold=2; rule_version=task1_rules_v1; dimensions=subject:none|industry:科技|predictability:none|duration:none,1,1,2,task1_rules_v1
巨潮资讯网/最新公告,中汇会计师事务所(特殊普通合伙)关于深圳证券交易所《关于宁波震裕科技股份有限公司申请向不特定对象发行可转换公司债券的审核问询函》有关财务问题回复的专项说明,2026-04-03 00:00:00,https://www.cninfo.com.cn/finalpage/2026-04-03/1225078426.PDF,300953,d492400e5bc0,1,false,insufficient_signal,命中事件关键词: 无; score=1; threshold=2; rule_version=task1_rules_v1; dimensions=subject:none|industry:科技|predictability:none|duration:none,1,1,2,task1_rules_v1
巨潮资讯网/最新公告,关于宁波震裕科技股份有限公司向不特定对象发行可转换公司债券的审核问询函的回复报告,2026-04-03 00:00:00,https://www.cninfo.com.cn/finalpage/2026-04-03/1225078424.PDF,300953,6c2dca044011,1,false,insufficient_signal,命中事件关键词: 无; score=1; threshold=2; rule_version=task1_rules_v1; dimensions=subject:none|industry:科技|predictability:none|duration:none,1,1,2,task1_rules_v1
巨潮资讯网/最新公告,向不特定对象发行可转换公司债券募集说明书（修订稿）,2026-04-03 00:00:00,https://www.cninfo.com.cn/finalpage/2026-04-03/1225078423.PDF,300953,fbd01c334eba,1,false,insufficient_signal,命中事件关键词: 无; score=1; threshold=2; rule_version=task1_rules_v1; dimensions=subject:none|industry:科技|predictability:none|duration:none,1,1,2,task1_rules_v1
巨潮资讯网/最新公告,关于公司向不特定对象发行可转换公司债券的审核问询函回复及募集说明书等申请文件更新的提示性公告,2026-04-03 00:00:00,https://www.cninfo.com.cn/finalpage/2026-04-03/1225078425.PDF,300953,652ae57f6466,1,true,event_signal_detected,命中事件关键词: 公告; score=2; threshold=2; rule_version=task1_rules_v1; dimensions=subject:公告|industry:科技|predictability:公告|duration:none,2,2,2,task1_rules_v1
巨潮资讯网/最新公告,关于向香港联交所递交H股发行上市申请并刊发申请资料的公告,2026-04-03 00:00:00,https://www.cninfo.com.cn/finalpage/2026-04-03/1225078421.PDF,002946,79797842ed78,1,true,event_signal_detected,"命中事件关键词: 上市申请|公告; score=3; threshold=2; rule_version=task1_rules_v1; dimensions=subject:公告,上市申请|industry:none|predictability:公告|duration:none",3,3,2,task1_rules_v1
巨潮资讯网/最新公告,2026年第一季度可转换公司债券转股情况公告,2026-04-03 00:00:00,https://www.cninfo.com.cn/finalpage/2026-04-03/1225078420.PDF,300645,8c33a7b53550,1,true,event_signal_detected,命中事件关键词: 公告; score=2; threshold=2; rule_version=task1_rules_v1; dimensions=subject:公告|industry:none|predictability:公告|duration:none,2,2,2,task1_rules_v1
巨潮资讯网/最新公告,关于金刚光伏2024年度审计报告无法表示意见涉及事项影响已消除专项说明的审核报告,2026-04-03 00:00:00,https://www.cninfo.com.cn/finalpage/2026-04-03/1225078327.PDF,300093,6c65a652f87f,1,false,insufficient_signal,命中事件关键词: 无; score=1; threshold=2; rule_version=task1_rules_v1; dimensions=subject:none|industry:光伏|predictability:none|duration:none,1,1,2,task1_rules_v1
巨潮资讯网/最新公告,关于续聘公司2026年度审计机构的公告,2026-04-03 00:00:00,https://www.cninfo.com.cn/finalpage/2026-04-03/1225078326.PDF,300093,2b4b11bcc24a,1,true,event_signal_detected,命中事件关键词: 公告; score=2; threshold=2; rule_version=task1_rules_v1; dimensions=subject:公告|industry:none|predictability:公告|duration:none,2,2,2,task1_rules_v1
巨潮资讯网/最新公告,2025年度独立董事述职报告（赵军-已离任）,2026-04-03 00:00:00,https://www.cninfo.com.cn/finalpage/2026-04-03/1225078325.PDF,300093,be1812138ff8,1,false,insufficient_signal,命中事件关键词: 无; score=1; threshold=2; rule_version=task1_rules_v1; dimensions=subject:none|industry:none|predictability:none|duration:none,1,1,2,task1_rules_v1
巨潮资讯网/最新公告,2025年度独立董事述职报告（孙连平）,2026-04-03 00:00:00,https://www.cninfo.com.cn/finalpage/2026-04-03/1225078324.PDF,300093,b6671a9b06f1,1,false,insufficient_signal,命中事件关键词: 无; score=1; threshold=2; rule_version=task1_rules_v1; dimensions=subject:none|industry:none|predictability:none|duration:none,1,1,2,task1_rules_v1
巨潮资讯网/最新公告,关于举办2025年度网上业绩说明会的公告,2026-04-03 00:00:00,https://www.cninfo.com.cn/finalpage/2026-04-03/1225078323.PDF,300093,94cc00c26e5a,1,true,event_signal_detected,命中事件关键词: 公告; score=2; threshold=2; rule_version=task1_rules_v1; dimensions=subject:公告|industry:none|predictability:公告|duration:none,2,2,2,task1_rules_v1
巨潮资讯网/最新公告,2025年内部控制审计报告,2026-04-03 00:00:00,https://www.cninfo.com.cn/finalpage/2026-04-03/1225078322.PDF,300093,bc4ab1f7dbab,1,false,insufficient_signal,命中事件关键词: 无; score=1; threshold=2; rule_version=task1_rules_v1; dimensions=subject:none|industry:none|predictability:none|duration:none,1,1,2,task1_rules_v1
巨潮资讯网/最新公告,2025年度内部控制自我评价报告,2026-04-03 00:00:00,https://www.cninfo.com.cn/finalpage/2026-04-03/1225078321.PDF,300093,94fc9676984f,1,false,insufficient_signal,命中事件关键词: 无; score=1; threshold=2; rule_version=task1_rules_v1; dimensions=subject:none|industry:none|predictability:none|duration:none,1,1,2,task1_rules_v1
巨潮资讯网/最新公告,公司章程（2026年4月）,2026-04-03 00:00:00,https://www.cninfo.com.cn/finalpage/2026-04-03/1225078320.PDF,300093,f6c3f4d27221,1,false,insufficient_signal,命中事件关键词: 无; score=1; threshold=2; rule_version=task1_rules_v1; dimensions=subject:none|industry:none|predictability:none|duration:none,1,1,2,task1_rules_v1
巨潮资讯网/最新公告,关于未弥补亏损达到实收股本总额三分之一的公告,2026-04-03 00:00:00,https://www.cninfo.com.cn/finalpage/2026-04-03/1225078319.PDF,300093,9dae565130cc,1,true,event_signal_detected,命中事件关键词: 公告; score=2; threshold=2; rule_version=task1_rules_v1; dimensions=subject:公告|industry:none|predictability:公告|duration:none,2,2,2,task1_rules_v1
深交所/上市公司公告,天奇股份：关于公司为控股子公司银行贷款展期提供担保的进展公告,2026-04-03 00:00:00,https://disc.static.szse.cn/download/disc/disk03/finalpage/2026-04-03/298ddcb3-19f6-4ee5-8fac-aed0d1ea4a92.PDF,002009,6cb57c849b06,1,true,event_signal_detected,命中事件关键词: 公告; score=2; threshold=2; rule_version=task1_rules_v1; dimensions=subject:公告|industry:none|predictability:公告|duration:none,2,2,2,task1_rules_v1
深交所/上市公司公告,蓝黛科技：关于担保事项的进展公告,2026-04-03 00:00:00,https://disc.static.szse.cn/download/disc/disk03/finalpage/2026-04-03/db938adb-9835-4aba-9f1f-d3e980f6da3b.PDF,002765,7cfa64a9cb19,1,true,event_signal_detected,命中事件关键词: 公告; score=2; threshold=2; rule_version=task1_rules_v1; dimensions=subject:公告|industry:科技|predictability:公告|duration:none,2,2,2,task1_rules_v1
深交所/上市公司公告,国药一致：关于举办2025年度业绩说明会的公告,2026-04-03 00:00:00,https://disc.static.szse.cn/download/disc/disk03/finalpage/2026-04-03/191ebc72-bb35-4a97-a23a-f4d88ffffba4.PDF,000028,cd9518898829,1,true,event_signal_detected,命中事件关键词: 公告; score=2; threshold=2; rule_version=task1_rules_v1; dimensions=subject:公告|industry:none|predictability:公告|duration:none,2,2,2,task1_rules_v1
深交所/上市公司公告,震裕科技：关于宁波震裕科技股份有限公司向不特定对象发行可转换公司债券的审核问询函的回复报告,2026-04-03 00:00:00,https://disc.static.szse.cn/download/disc/disk03/finalpage/2026-04-03/e34c8aa1-8d1e-4632-80a7-df913a804d2d.PDF,300953,655dd81551cd,1,true,event_signal_detected,命中事件关键词: 公告; score=2; threshold=2; rule_version=task1_rules_v1; dimensions=subject:公告|industry:科技|predictability:公告|duration:none,2,2,2,task1_rules_v1
深交所/上市公司公告,震裕科技：向不特定对象发行可转换公司债券募集说明书（修订稿）,2026-04-03 00:00:00,https://disc.static.szse.cn/download/disc/disk03/finalpage/2026-04-03/db97ca87-4849-4037-99a2-035c2fe9cb15.PDF,300953,e957b4050b4a,1,true,event_signal_detected,命中事件关键词: 公告; score=2; threshold=2; rule_version=task1_rules_v1; dimensions=subject:公告|industry:科技|predictability:公告|duration:none,2,2,2,task1_rules_v1
深交所/上市公司公告,震裕科技：关于公司向不特定对象发行可转换公司债券的审核问询函回复及募集说明书等申请文件更新的提示性公告,2026-04-03 00:00:00,https://disc.static.szse.cn/download/disc/disk03/finalpage/2026-04-03/42c52c2a-b5c1-4d22-83ef-e3349e11d42f.PDF,300953,269134636bf9,1,true,event_signal_detected,命中事件关键词: 公告; score=2; threshold=2; rule_version=task1_rules_v1; dimensions=subject:公告|industry:科技|predictability:公告|duration:none,2,2,2,task1_rules_v1
深交所/上市公司公告,震裕科技：中汇会计师事务所(特殊普通合伙)关于深圳证券交易所《关于宁波震裕科技股份有限公司申请向不特定对象发行可转换公司债券的审核问询函》有关财务问题回复的专项说明,2026-04-03 00:00:00,https://disc.static.szse.cn/download/disc/disk03/finalpage/2026-04-03/c0e7c3ec-b683-491d-966e-232620906e08.PDF,300953,06ce975fa3fd,1,true,event_signal_detected,命中事件关键词: 公告; score=2; threshold=2; rule_version=task1_rules_v1; dimensions=subject:公告|industry:科技|predictability:公告|duration:none,2,2,2,task1_rules_v1
深交所/上市公司公告,震裕科技：浙江天册律师事务所关于宁波震裕科技股份有限公司向不特定对象发行可转换公司债券的补充法律意见书（一）,2026-04-03 00:00:00,https://disc.static.szse.cn/download/disc/disk03/finalpage/2026-04-03/5d3cd134-e4c0-46f6-b432-b152ab326144.PDF,300953,60c3ad96cbac,1,true,event_signal_detected,命中事件关键词: 公告; score=2; threshold=2; rule_version=task1_rules_v1; dimensions=subject:公告|industry:科技|predictability:公告|duration:none,2,2,2,task1_rules_v1
深交所/上市公司公告,震裕科技：广发证券股份有限公司关于宁波震裕科技股份有限公司向不特定对象发行可转换公司债券之上市保荐书,2026-04-03 00:00:00,https://disc.static.szse.cn/download/disc/disk03/finalpage/2026-04-03/ff5fa747-7b48-43e3-a4e6-c0b0f4d96782.PDF,300953,56b5ec0351c5,1,true,event_signal_detected,命中事件关键词: 公告; score=2; threshold=2; rule_version=task1_rules_v1; dimensions=subject:公告|industry:科技|predictability:公告|duration:none,2,2,2,task1_rules_v1
深交所/上市公司公告,震裕科技：广发证券股份有限公司关于宁波震裕科技股份有限公司向不特定对象发行可转换公司债券之发行保荐书,2026-04-03 00:00:00,https://disc.static.szse.cn/download/disc/disk03/finalpage/2026-04-03/98b587e6-b401-43d1-a338-ad71cb5f677b.PDF,300953,f2de86e701e2,1,true,event_signal_detected,命中事件关键词: 公告; score=2; threshold=2; rule_version=task1_rules_v1; dimensions=subject:公告|industry:科技|predictability:公告|duration:none,2,2,2,task1_rules_v1
深交所/上市公司公告,新乳业：关于向香港联交所递交H股发行上市申请并刊发申请资料的公告,2026-04-03 00:00:00,https://disc.static.szse.cn/download/disc/disk03/finalpage/2026-04-03/d990def3-c9fe-4bba-a19b-d1361b962780.PDF,002946,71b67827c26f,1,true,event_signal_detected,"命中事件关键词: 上市申请|公告; score=3; threshold=2; rule_version=task1_rules_v1; dimensions=subject:公告,上市申请|industry:none|predictability:公告|duration:none",3,3,2,task1_rules_v1
深交所/上市公司公告,正元智慧：2026年第一季度可转换公司债券转股情况公告,2026-04-03 00:00:00,https://disc.static.szse.cn/download/disc/disk03/finalpage/2026-04-03/84ebbb0b-ac45-4532-bc90-7e73cb668392.PDF,300645,454b6783e503,1,true,event_signal_detected,命中事件关键词: 公告; score=2; threshold=2; rule_version=task1_rules_v1; dimensions=subject:公告|industry:none|predictability:公告|duration:none,2,2,2,task1_rules_v1
深交所/上市公司公告,*ST金刚：2025年年度报告摘要,2026-04-03 00:00:00,https://disc.static.szse.cn/download/disc/disk03/finalpage/2026-04-03/de89a383-4422-4bd9-b5f8-74a207ec71cd.PDF,300093,0892c26ecb41,1,true,event_signal_detected,命中事件关键词: 公告; score=2; threshold=2; rule_version=task1_rules_v1; dimensions=subject:公告|industry:none|predictability:公告|duration:none,2,2,2,task1_rules_v1
深交所/上市公司公告,*ST金刚：2026年度向特定对象发行A股股票预案,2026-04-03 00:00:00,https://disc.static.szse.cn/download/disc/disk03/finalpage/2026-04-03/707d7130-ad11-4591-945a-c5cfdad791a0.PDF,300093,fe70dc25670d,1,true,event_signal_detected,命中事件关键词: 公告; score=2; threshold=2; rule_version=task1_rules_v1; dimensions=subject:公告|industry:none|predictability:公告|duration:none,2,2,2,task1_rules_v1
深交所/上市公司公告,*ST金刚：关于2025年度拟不进行利润分配的专项说明公告,2026-04-03 00:00:00,https://disc.static.szse.cn/download/disc/disk03/finalpage/2026-04-03/0004ee93-bcfe-476d-92c0-163942924c22.PDF,300093,c3b96f94f490,1,true,event_signal_detected,命中事件关键词: 公告; score=2; threshold=2; rule_version=task1_rules_v1; dimensions=subject:公告|industry:none|predictability:公告|duration:none,2,2,2,task1_rules_v1
深交所/上市公司公告,*ST金刚：2025年年度报告,2026-04-03 00:00:00,https://disc.static.szse.cn/download/disc/disk03/finalpage/2026-04-03/5c5603d9-bc64-4b6d-85a2-0589ec8bc2ec.PDF,300093,b5a866798081,1,true,event_signal_detected,命中事件关键词: 公告; score=2; threshold=2; rule_version=task1_rules_v1; dimensions=subject:公告|industry:none|predictability:公告|duration:none,2,2,2,task1_rules_v1
深交所/上市公司公告,*ST金刚：关于召开2025年度股东会的通知,2026-04-03 00:00:00,https://disc.static.szse.cn/download/disc/disk03/finalpage/2026-04-03/e656f669-ab21-477e-8df7-347d8ac6ab64.PDF,300093,5e822e751a8f,1,true,event_signal_detected,命中事件关键词: 公告; score=2; threshold=2; rule_version=task1_rules_v1; dimensions=subject:公告|industry:none|predictability:公告|duration:none,2,2,2,task1_rules_v1
深交所/上市公司公告,*ST金刚：第八届董事会第二次会议决议公告,2026-04-03 00:00:00,https://disc.static.szse.cn/download/disc/disk03/finalpage/2026-04-03/2a272610-ead2-47eb-bc42-a019844d67df.PDF,300093,382eb40d8c4b,1,true,event_signal_detected,命中事件关键词: 公告; score=2; threshold=2; rule_version=task1_rules_v1; dimensions=subject:公告|industry:none|predictability:公告|duration:none,2,2,2,task1_rules_v1
深交所/上市公司公告,*ST金刚：关于申请撤销公司股票退市风险警示及其他风险警示的公告,2026-04-03 00:00:00,https://disc.static.szse.cn/download/disc/disk03/finalpage/2026-04-03/5fba15b4-3d33-432f-9a35-a0ee3c9ac5b8.PDF,300093,cbe9a78ec138,1,true,event_signal_detected,"命中事件关键词: 业绩预告|公告; score=3; threshold=2; rule_version=task1_rules_v1; dimensions=subject:公告,业绩预告|industry:none|predictability:公告,预告|duration:none",3,3,2,task1_rules_v1
深交所/上市公司公告,*ST金刚：关于向控股股东借款暨关联交易的公告,2026-04-03 00:00:00,https://disc.static.szse.cn/download/disc/disk03/finalpage/2026-04-03/6325be9a-b977-4f32-8cc6-848b53b983c8.PDF,300093,da7adf2e2d6d,1,true,event_signal_detected,命中事件关键词: 公告; score=2; threshold=2; rule_version=task1_rules_v1; dimensions=subject:公告|industry:none|predictability:公告|duration:none,2,2,2,task1_rules_v1
第一财经/新闻,A股午盘｜沪指跌近1%再度失守3900点，市场逾4700股下跌,2026-04-03 11:44:21,https://www.yicai.com/news/103118170.html,宏观/行业新闻,ab3ec2b761d6,1,false,insufficient_signal,命中事件关键词: 无; score=1; threshold=2; rule_version=task1_rules_v1; dimensions=subject:none|industry:none|predictability:none|duration:none,1,1,2,task1_rules_v1
第一财经/新闻,充电宝新国标出台，什么样的可带上飞机？,2026-04-03 11:26:21,https://www.yicai.com/news/103118103.html,宏观/行业新闻,d9d4e5cc9d19,1,false,insufficient_signal,命中事件关键词: 无; score=1; threshold=2; rule_version=task1_rules_v1; dimensions=subject:none|industry:消费|predictability:none|duration:none,1,1,2,task1_rules_v1
第一财经/新闻,美国将对部分进口药加征100%关税！一年了，特朗普关税政策转向“精准替代”？,2026-04-03 10:57:21,https://www.yicai.com/news/103118002.html,宏观/行业新闻,b4d39947295e,1,true,event_signal_detected,"命中事件关键词: 支持|政策; score=3; threshold=2; rule_version=task1_rules_v1; dimensions=subject:政策,支持|industry:none|predictability:政策|duration:政策",3,3,2,task1_rules_v1
第一财经/新闻,英伟达4年前的老芯片，租赁价格5个月涨40%,2026-04-03 10:45:21,https://www.yicai.com/news/103117973.html,宏观/行业新闻,7882168cf2df,1,false,insufficient_signal,"命中事件关键词: 无; score=1; threshold=2; rule_version=task1_rules_v1; dimensions=subject:none|industry:芯片,算力|predictability:none|duration:none",1,1,2,task1_rules_v1
第一财经/新闻,“自主一哥”之争：一季度吉利9000辆优势险胜,2026-04-03 10:45:21,https://www.yicai.com/news/103117951.html,宏观/行业新闻,3821c44d0410,1,false,insufficient_signal,命中事件关键词: 无; score=1; threshold=2; rule_version=task1_rules_v1; dimensions=subject:none|industry:none|predictability:none|duration:none,1,1,2,task1_rules_v1
第一财经/新闻,一个鞍山大家庭的散聚离合，折射东北老工业区70年往事,2026-04-03 10:45:21,https://www.yicai.com/news/103117872.html,宏观/行业新闻,100153c60744,1,false,insufficient_signal,命中事件关键词: 无; score=1; threshold=2; rule_version=task1_rules_v1; dimensions=subject:none|industry:none|predictability:none|duration:none,1,1,2,task1_rules_v1
第一财经/新闻,90后UP主5年走访上千个村镇，发现“进城”的观念变了,2026-04-03 10:45:21,https://www.yicai.com/news/103117725.html,宏观/行业新闻,41ed09b92653,1,false,insufficient_signal,命中事件关键词: 无; score=1; threshold=2; rule_version=task1_rules_v1; dimensions=subject:none|industry:none|predictability:none|duration:none,1,1,2,task1_rules_v1
第一财经/新闻,骆驼起源于北美？如何科学地对待外来入侵物种,2026-04-03 10:45:21,https://www.yicai.com/news/103117724.html,宏观/行业新闻,b76354fb0608,1,false,insufficient_signal,命中事件关键词: 无; score=1; threshold=2; rule_version=task1_rules_v1; dimensions=subject:none|industry:none|predictability:none|duration:none,1,1,2,task1_rules_v1
第一财经/新闻,A股四大指数集体高开，市场逾3000股上涨,2026-04-03 09:45:21,https://www.yicai.com/news/103117848.html,宏观/行业新闻,c06960f27c29,1,false,insufficient_signal,"命中事件关键词: 无; score=1; threshold=2; rule_version=task1_rules_v1; dimensions=subject:none|industry:科技,算力,AI|predictability:none|duration:none",1,1,2,task1_rules_v1
第一财经/新闻,封堵啤酒企业避税漏洞，消费税改革今年将启,2026-04-03 09:45:21,https://www.yicai.com/news/103117795.html,宏观/行业新闻,86c00cfccdc2,1,false,insufficient_signal,命中事件关键词: 无; score=1; threshold=2; rule_version=task1_rules_v1; dimensions=subject:none|industry:消费|predictability:none|duration:none,1,1,2,task1_rules_v1
第一财经/新闻,地表最强IPO！SpaceX拟以超2万亿美元估值寻求上市，仅次于五家科技巨头,2026-04-03 08:45:21,https://www.yicai.com/news/103117708.html,宏观/行业新闻,5e769aded930,1,true,event_signal_detected,命中事件关键词: IPO; score=2; threshold=2; rule_version=task1_rules_v1; dimensions=subject:IPO|industry:科技|predictability:none|duration:none,2,2,2,task1_rules_v1
第一财经/新闻,盘前必读丨工信部启动普惠算力赋能行动；数字人民币运营机构新增12家,2026-04-03 08:45:21,https://www.yicai.com/news/103117679.html,宏观/行业新闻,95b3eb4e9d3f,1,false,insufficient_signal,命中事件关键词: 无; score=1; threshold=2; rule_version=task1_rules_v1; dimensions=subject:none|industry:算力|predictability:none|duration:none,1,1,2,task1_rules_v1
第一财经/新闻,美股涨跌不一，特斯拉重挫5.4%！WTI原油涨超11%！,2026-04-03 07:45:21,https://www.yicai.com/news/103117591.html,宏观/行业新闻,2f5cd12351c9,1,true,event_signal_detected,"命中事件关键词: 中东|霍尔木兹; score=3; threshold=2; rule_version=task1_rules_v1; dimensions=subject:中东,霍尔木兹|industry:none|predictability:中东,霍尔木兹|duration:中东,霍尔木兹",3,3,2,task1_rules_v1
